country,code,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Gibraltar,GIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117248,102592,73280,65952,54960,58624,51296,51296,54960,47632,47632,51296,54960,54960,54960,47632,54960,62288,65952,65952,69616,80608,73280,84272,76944,87936,76944,76944,69616,91600,87936,51296,21984,36640,32976,43968,40304,47632,69616,69616,142896,197856,234496,238160,282128,274800,282128,293120,307776,318768,333424,344416,348080,355408,384720,399376,417696,414032,425024,461664,465328,450672,461664,490976,527616,0,0,0,0
Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168544,84272,194192,201520,296784,175872,194192,150224,164880,0,0,0,3664,0,0,0,3664,0,0,0,0,3664,0,0,0,370064,326096,333424,311440,373728,362736,461664,241824,417696,417696,333424,399376,355408,278464,260144,428688,729136,560592,718144,905008,0,1337360,10992,21984,65952,91600,124576,106256,677840,743792,677840,919664,1297056,1978560,1821008,2315648,2374272,2704032,2854256,2729680,2682048,2300992,2832272,2912880,3367216,3587056,2843264,252816,238160,135568,227168,212512,109920,65952,124576,168544,1352016,1641472,4129328,4576336,4799840,4887776,5085632,5957664,6291088,6818704,7452576,8120927.683,9391530.769,9808427.024,10148825.24,12239480.64,13201597.13,16998966.15,18620602.64,19504191.24,22286275.67,25434254.93,24126177.22,27749491.39,31477267.02,37131146.09,36061669.98,38669626.31,42655363.6,46656901.97,47677800.93,50818326.86,50888254.99,50124928.62,51508235.31,54788730.91,56284272.91,59771214.66,58273682.15,62575553.95,67051057.95,73229975.53,83375363.77,83350936.29,84915798.12,84229453.79,86391992.45,86945641.44,89098551.49,93804204.26,98624771.25,97941650.36,102982297.8,105368972.3,105011397.7,109083182,109530021,113925112.1,112464909.8,114582632.8,111112528.2,104340534,97342975.8,94531703.27,91417801.13,81722579.66,78649889.28,74959045.01,71367429.02,74844844.67,73886818.13
Greenland,GRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98928,98928,106256,120912,102592,208848,142896,161216,227168,234496,223504,293120,263808,329760,315104,344416,388384,417696,542272,406704,381056,468992,553264,556928,556928,505632,219840,721808,392048,571584,564256,527616,516624,362736,567920,509296,326096,234496,545936,472656,348080,348080,326096,322432,296784,322432,362736,384720,359072,373728,454336,406704,377392,428688,582576,608224,626544,637536,659520,575248,663184,707152,567920,553264,505632,509296,509296,523694.7365,511377.9234
Grenada,GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,10992,10992,10992,10992,10992,10992,10992,14656,14656,21984,18320,25648,14656,21984,21984,29312,36640,40304,47632,43968,47632,47632,54960,36640,47632,47632,47632,51296,47632,47632,58624,62288,62288,62288,62288,65952,73280,95264,102592,106256,109920,117248,120912,142896,150224,153888,168544,175872,194192,190528,194192,205184,216176,205184,216176,230832,238160,252816,252816,260144,252816,271136,304112,234496,260144,267472,266760.8627,270590.2106
Guadeloupe,GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62288,65952,65952,65952,73280,80608,91600,109920,109920,142896,157552,175872,186864,205184,216176,205184,252816,289456,278464,311440,304112,340752,377392,406704,384720,403040,494640,523952,527616,538608,626544,787760,762112,813408,875696,890352,948976,1011264,1128512,1187136,1282400,1286064,1341024,1374000,1417968,1461936,1549872,1604832,2070160,1890624,1912608,2073824,2110464,2227712,2311984,2220384,2154432,2330304,2286336,2308320,2297328,2429232,2542816,2553808,2564800,0,0,0,0
Guatemala,GTM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,10992,10992,10992,14656,14656,14656,14656,18320,619216,637536,644864,681504,743792,916000,978288,985616,1128512,1237956.546,1344242.261,1406470.83,1380852.546,1519935.966,1768969.102,1973945.091,1739597.671,1981332.523,2139062.818,2278116.523,2296436.523,2439302.807,2706626.227,2933615.932,3065519.932,3519529.057,3304905.625,3804453.027,4117133.428,4678018.621,4492606.034,3949466.969,3606792.456,3159905.05,3401060.644,3496848.596,3664595.366,3918399.562,4075277.26,4188154.882,4970223.012,4952004.226,5917910.898,5577171.462,6750753.425,7079343.695,6570343.469,7501578.968,8639363.479,8807044.533,9765838.643,10233215.43,10721617.59,10447907.74,11179650.95,12108011.76,12175307.7,12144630.71,10893113.62,11442016.19,11097670.79,11238403.1,11558622.72,12582262.42,13554378.58,15433908.84,16375556.84,16212908.52,18365043.69
Guinea,GIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164880,157552,410368,615552,659520,696160,699824,696160,718144,725472,747456,747456,791424,813408,831728,802416,839056,842720,886688,901344,901344,945312,963632,989280,981952,952640,978288,992944,996608,992944,1025920,1044240,1003936,1025920,1058896,1088208,1124848,1165152,1234768,1289728,1363008,1432624,1491248,1560864,1623152,1700096,1762384,1824672,1890624,1967568,1996880,2110464,2484192,2594112,2421904,2110464,2165424,2451216,2744336,3060145.82,3179346.971
Guinea-Bissau,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,3664,10992,7328,7328,10992,10992,10992,10992,14656,18320,29312,40304,47632,58624,65952,65952,47632,62288,58624,69616,73280,65952,109920,102592,113584,95264,102592,102592,109920,146560,142896,142896,142896,161216,172208,183200,194192,216176,230832,172208,175872,179536,183200,183200,183200,183200,201520,172208,194192,146560,150224,153888,194192,201520,212512,216176,230832,227168,234496,238160,245488,252816,256480,271136,278464,293120,326851.356,339583.1211
Guyana,GUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260144,285792,337088,450672,472656,516624,549600,534944,458000,553264,659520,736464,677840,615552,648528,1077216,1179808,1322704,1330032,1366672,1579184,1498576,1560864,1802688,1553536,1824672,1751392,1897952,2055504,1520560,1788032,1799024,1403312,1245760,1403312,1417968,1044240,1308048,1403312,1183472,1139504,1121184,1047904,1047904,1384992,1461936,1516896,1590176,1656128,1678112,1608496,1593840,1579184,1564528,1626816,1436288,1289728,1560864,1557200,1564528,1718416,1780704,1993216,1934592,2007872,2004493.368,2340302.991,2347306.722,2430874.679
Haiti,HTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113584,131904,146560,157552,216176,267472,263808,252816,274800,252667.4205,285583.9887,296605.7046,303874.2728,248943.9887,300210.2728,303933.7046,303963.4205,259995.4205,263629.7046,314895.9887,384482.2728,402742.8409,391721.125,420914.2614,472091.3978,483023.966,672181.7316,704144.0881,750640.5793,749901.3829,745071.1576,758927.5288,817302.7953,886028.0177,903151.0759,929520.2982,830221.6994,898793.3394,1007668.979,1023119.605,994357.5002,976131.7995,887884.7697,685460.9504,183200,875696,1018592,1348352,1231104,1311712,1341024,1552693.118,1802189.875,1709695.477,1960372.418,2047368.154,2084144.467,2361005.69,2365774.384,2236955.725,2093430.754,2086607.85,2190328.539,2293358.638,2784658.526,2909234.526,2953202.526,2978336.517,2999204.963
Honduras,HND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300448,348080,359072,333424,377392,436016,454336,575248,586240,586210.2841,615403.4205,736285.7046,699586.2728,710578.2728,721510.8409,750733.6932,805663.9773,875250.2614,1223241.114,1175609.114,1388031.966,1329378.25,1534443.386,1508617.091,1556338.239,1665931.364,1774924.867,1997444.939,2043666.983,1926197.965,2044322.806,1812019.382,1753084.215,1982364.454,1963538.018,1889446.612,1828643.743,2148454.874,2469905.719,2685558.309,2546796.797,2650223.21,3030228.879,2797682.653,3291692.566,3826480.001,3890743.808,4081340.813,4582198.316,4667516.233,4934153.308,5608876.33,5990210.85,6660591.663,7243355.389,7426589.128,7460672.505,8598354.485,8484700.665,7681090.326,7928945.961,8608542.086,8966656.661,9222745.533,9312825.171,9822189.933,9617007.372,9583895.441,9915482.288
Hong Kong,HKG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54960,54960,0,54960,0,0,0,0,0,18320,25648,29312,1319040,1557200,1535216,1729408,1799024,1879632,2121456,2363280,2374272,2703467.398,2952588.944,3370137.102,3681458.239,4245684.523,4220066.239,4802522.627,5161565.659,6052066.239,6197972.489,7751508.489,8392500.477,9150591.054,9275584.566,9286457.046,10667250.16,11008001.39,12490383.87,14203903.65,15714095.5,15837647.41,16600215.79,18616656.16,19622766.79,20912106.22,22224787.44,22881405.34,25525918.01,28085644.74,29284781.22,30141178.85,27147077.72,28462737.18,32917117.29,34778240.48,31079037.23,31266428.09,28909557.51,30497534.94,38924048.4,42550034.03,40283873.34,37801837.3,39485006.43,43203362.79,41568307.97,43731327.3,41913725.78,43572417.54,42790735.58,41579759.08,40063727.28,43149596.76,42742583.28,44305596.24,45490637.45,42390911.2,43387519.2,43182732.79,43144422.34
Hungary,HUN,0,274800,344416,344416,436016,454336,476320,545936,381056,769440,905008,959968,1157824,1209120,1209120,1256752,1428960,1689104,1806352,1963904,2121456,2630752,2795632,2916544,2557472,2634416,2762656,2887232,2876240,2868912,3312256,3550416,3583392,4078032,4330848,4378480,4096352,4085360,4429776,4752208,5254176,5521648,5752480,5994304,6433984,6862672,7375632,7463568,8533456,8273312,9585024,9618000,8848560,9174656,9277248,9431136,10163936,10204240,10772160,11853040,11677168,11995936,12303712,13025520,11592896,11765104,11834720,11717472,10651248,4755872,5587600,9236944,11010320,11860368,11263136,10130960,11772432,13087808,13750992,15114000,12516224,11189856,10211568,10006384,10574304,11079936,11900672,13622752,14773248,14443488,15824816,17854672,18840288,19210352,15857792,8200032,10797808,13838928,16381744,20412144,18393280,22189184,27212528,31770544,34012912,35709344,33166528,38450016,39248768,41903037.9,45328312.28,48929906.42,50512219.55,56227791.13,62341165.75,61234132.05,61672920.57,58770825.23,61093205.56,62358237.15,69934557.1,69209416.31,69354353.44,72981665.28,74010159.51,75288268.45,79897130.34,83074964.48,88046118.61,86081754.01,86708980.94,86461566.84,86713540.37,88974784.66,90686104.63,85946950.74,83240791.59,84136471.55,78054788.18,75917200.03,73444741.71,69782141.97,62420927.18,63552787.58,61897350.73,61626795.12,63187877.73,61775001.95,61357252.86,61838736.91,58559915.7,60176053.86,59179063.97,61951812.9,60424383,60509981.69,59850271.96,58552527.52,57454981.36,51800932.05,52138092.96,50375544.84,46829665.04,43779698.28,43925188.74,46677048.87,47430302.99,49645984.45,49856845.15
Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21984,18320,0,0,32976,25648,0,18320,18320,14656,10992,3664,3664,3664,740128,644864,776768,916000,780432,912336,948976,963632,1091872,1238105.125,1212487.736,1091574.841,1197741.693,1303996.605,1307601.009,1395538.261,1494436.546,1443139.336,1593424.932,1263693.693,1388300.348,1472118.449,1482636.566,1749733.009,1738021.96,1612873.338,1700659.959,1901938.222,1920058.247,1982188.033,1860921.056,1746982.079,1592739.101,1541400.685,1808527.197,1621329.101,1778921.999,1843395.521,1839355.663,1894805.837,2237425.738,2117704.128,2263026.22,2421023.964,2361909.136,2465112.498,2520137.55,2615633.378,2635448.623,2841266.652,2933986.749,2862672.468,2987741.189,2979518.003,3101238.417,2968927.023,3147040.984,3493957.528,3794954.505,3731092.657,3620942.091,3486409.397,3488678.859,3481785.407,3461716.218,3533375.094,3489974.118,3614496.292,3630610.485
India,IND,0,0,0,0,0,0,0,0,436016,703488,710816,549600,608224,674176,637536,626544,707152,0,0,0,0,0,0,0,0,0,0,0,1952912,1853984,2073824,2022528,2403584,2682048,2986160,2696704,3026464,3352560,3722624,4378480,4829152,5199216,5712176,6012624,6133536,7683408,8313616,8998784,9969744,10988336,13051168,14395856,15876112,16165568,18067184,18473888,21342800,23816000,27249168,26318512,25695632,27113600,31217280,34437936,34716400,36277264,36680304,38358416,43158256,47122704,38160560,41044128,40388272,41575408,44510272,43916704,43792128,45931904,44198832,45994192,46756304,42824832,39816688,39087552,43645568,45602144,44818048,49643536,55575552,54403072,57697008,58957424,58898800,51296000,52461152,58195312,57499152,58602016,58620336,61881296,66604192,69722256,73492512,74877504,78739360,85440816,88456288,99235776,103724176,109818755.8,120576041.5,130392929.2,143451840.5,154068161.4,150638993.9,165961365.6,171688393.5,172093127.1,187104611.5,190400375.2,194728956,205329551.4,217181936.7,223602295,231184714.5,251193302.2,262531754.5,277648315.8,281539159.7,295299010,312484903.3,337105182.7,347815634.1,376676324.9,385928848.2,424256045,455066525.5,486067312.9,525081666.9,576404561.1,616579243,656740892.9,698756949.7,722894259.4,764242102.9,811460926.7,878827119.8,915049313,933549258.1,995233071.6,1029637759,1035640345,1047595651,1091873009,1145545440,1210145667,1287149211,1390253491,1547990823,1720120560,1700027394,1811961392,1979046909,1994100994,2199400041,2298170090,2371752346,2456954485,2654101042
Indonesia,IDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,14656,21984,179536,403040,479984,769440,861040,1106528,1289728,1124848,1209120,2242368,1538880,3000816,3367216,4132992,4451760,5294480,5492336,5986976,6111552,6727104,5840416,5899040,6016288,6030944,6763744,7137472,7130144,7635776,8262320,8756960,8298960,9588688,10585296,11079936,11098256,12886288,14831872,18539840,18085504,16894704,16586928,17862000,19236000,20001776,21767824,25343888,26732544,29202080,28733088,26487056,9456784,19027152,8771616,3806896,1344688,4056048,15495056,21903392,9830512,9390832,12721408,13080480,14747600,20844496,21811792,22412688,22207504,23862235.35,21385193.33,26001595.33,22974893.6,22763094.78,22374265.05,24668226.2,23374953.07,24540045.64,27562607.91,33362214.5,35791387.31,38955265.69,43306284.58,49098099.34,51226511.42,53932549.47,61788272.48,82416446.68,93938182.5,95137101.73,94873009.36,100297229.4,105584190.7,105184091,112460530,121597737.7,122166484.1,123878948.5,132721727.6,131674152.2,150285891.7,180622073.2,203577374.2,219762347.2,222854215,226545167.6,255068825.8,280736305.6,215969964.8,243951872.5,265803361.8,297530292.4,307361473,316654652.3,339847927.4,343336479.9,346443307.2,376865254.6,417561759.8,447098850.8,428174308,508073307.1,526383107.3,411191073.5,366842627.9,507012087.5,560679033.1,584075458.2,614916407.5
Iran,IRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,0,0,0,0,135568,252816,853712,1172480,1403312,2007872,2799296,3447824,4319856,5437376,7254720,9225952,11578240,13505504,14201664,15059040,16700512,17678800,17022944,18514192,17924288,20089712,22086592,23493568,23339680,25552736,31689936,31777872,30052128,27128256,20822512,29531840,30455168,41659680,52897168,60232496,63467808,77951600,84033840,-5397072,6913968,4092688,3828880,1044240,15813824,22808400,21800800,25230304,25568708.44,37358599,36508758.39,37428422.69,41304934.96,47519078.69,53718388.18,64103361.66,67880945.98,82329563,83038744.63,91787455.43,101627830.2,106015192.9,129475308.9,143775404.7,139213971.4,156459103.7,163731943.6,162103936.6,163673260.7,120564470.2,112528566.4,137514970.8,149213431.3,149942676.9,159947109.6,147536041.5,158607352.3,175107796.5,190098001.6,209238343.5,225954226.4,226957034.1,235576625.9,263520377.9,271147525,274007737.6,267099278.9,306006281.5,379627035.1,369263473.9,394931363,397798324.6,413993478,442089656.3,463529923.2,503790590.5,513313793.4,534910146.4,546884971.4,564034508.7,579039987,600683959.7,608710065.9,641916427.8,640811229.4,652970446.1,685944664.4,720414446.6
Iraq,IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139232,289456,370064,370064,366400,373728,351744,2865248,5723168,5792784,6243456,5917360,12157152,7690736,4807168,7961872,10959024,12772704,14132048,14355552,14425168,-95264,1128512,1648800,2429232,1960240,2528160,3048448,4100016,6397344,5972320,6668480,7314333.569,8256159.864,8709218.08,9020836.375,9383364.364,9063972.33,19293086.73,27676081.99,18372977.98,19695680.93,22601293.41,23883782.56,28831857.49,29520480.54,30612708.17,30909492.17,33120260.05,48735487.68,43629544.79,42193083.58,52823088.53,45358192.39,31901493.89,30374435.33,38465142.93,39771001.69,44196437.37,47229553.06,52183786.6,67127426.53,72241825.2,49056830.39,45185332.67,58889341.66,63129769.45,71089157.24,74084185.61,69284354.51,68078825.31,72101476.4,71681328.47,71715411.94,84555922.42,86320877.25,90786641.5,113635003.1,112980382.2,98181050.58,61491792.26,92167049.56,103489093.1,110985346.7,135273962.4,152814658.6,163676695.7,165150640.7,165646381.5,188414510.2,187404221.1,204174922.2
Ireland,IRL,395712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351744,351744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216176,0,0,223504,249152,227168,241824,256480,245488,249152,293120,238160,0,0,6686800,6034608,8097440,6730768,6485280,9999056,9552048,9841504,6426656,9266256,9482432,9533728,10145616,10354464,9966080,11530608,11523280,8449184,7016560,7111824,6357040,6833360,8196368,8811920,8445520,8346592,9727920,10508352,9621664,9537392,9094048,11717472,10926048,9720592,8958480,12312178.15,11168535.68,12352601.01,13106731.26,13447304.97,14216061.5,13717430.63,15094857.99,16394834,17801571.15,18494395.15,19393739.24,22476124.47,22036306.78,22846177.9,23293043.15,22047424.22,22293008.41,23568303.35,23579095.36,27402037,26270844.68,26060704.73,25565552.11,25727954.12,25548724.78,26748981.39,28549460.06,30225407.98,29882495.56,30059935.96,32891153.94,33620299.31,33430833.14,33661659.96,34784107.53,35804776.01,37421405.47,38763148,40659230.77,42386763.87,45199948.43,47562033.22,46033059.04,45636669.38,46127982.24,48120027.91,47564582.19,47635942.33,47315986.03,42109489.38,41677627.04,38000473.47,38178915.07,37165943.13,36670833.76,38429323.57,39894737.83,38727588.07,38931116.37
Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40304,40304,51296,65952,69616,91600,76944,80608,47632,54960,73280,58624,109920,84272,87936,73280,131904,164880,80608,120912,1670784,2920208,3660336,4041392,4327184,4818160,4796176,5173568,5539968,5602770.114,6460027.25,7060774.671,7932360.932,8199567.333,9137254.104,12928838.58,13581385.9,13527912.97,13794167.8,14800935.88,16559356.17,16218939.01,16890870.38,19261148.66,19368921.45,19540422.48,19496680.29,19765842.15,21031577.7,20864282.94,20984518.06,21017483.48,23854718.26,23708879.23,23498321.57,24612848.39,26348076.54,27068710.36,29702375.96,31394015.65,35823103.76,36148584.82,42083020.26,44234209.25,47474432.49,49865162.03,51935752,54863876.45,56009298.46,54754513.71,59519380.4,63022354.14,59299733.73,62414677.8,58679257.78,56524169.57,62148933.67,62799906.46,67980147.05,63860946.43,68286901.35,68594737.31,74784615.15,64967485.72,61832044.13,64946111.47,63888887.28,64688894.72,64263784.44
Italy,ITA,0,0,0,0,0,0,0,0,0,0,29312,670512,1227440,1069888,1604832,1271408,1476592,1469264,1696432,1872304,2678384,2308320,2975168,2769984,2997152,3066768,4107344,3803232,3784912,4356496,5067312,5957664,6272768,6646496,7360976,8375904,8328272,10149280,10896736,11255808,12208448,10999328,10889408,10523008,13062160,12021584,11424352,11918992,12402640,13589776,13908544,13520160,15015072,15315520,16187552,17843680,21089984,22808400,23262736,25702960,25735936,26538352,27850064,29964192,27238176,23779360,23511888,16121600,18979520,18609456,17869328,21881408,25699296,26824144,32180912,30968128,35841248,40384608,38160560,44041280,39563872,34185120,28077232,30488144,39677456,45393296,32005040,45191776,44997584,46140752,49049968,42905440,41897840,7119152,3583392,4356496,22174528,36797552,35540800,39787376,41450832,48844784,50647472,56026224,64973712,73309312,83520880,87126256,87650208,94084602.54,109203086.8,124374896.6,146254985.3,164556239.4,175721076.5,189528379.4,213982260.2,234129742.2,249172160.4,269660969.1,296364545.9,311049213.8,328237544.8,353349243.9,358253084.2,341052636.1,365795688.4,354417911.4,371274154.2,385255893.5,386433438.6,375300607.9,366879525.6,358409609.6,364601606.3,368982961.4,363188216.7,380099234.3,385962967.5,404742709.6,439639705.6,439344608.6,437251194.5,430545312.9,424810615.8,451433244.3,444186171.3,448835472.6,459907709.4,464290728.5,470293757.2,475965742.7,477504755.9,490750399.8,494590640.4,494458035.8,489002150.9,479078480.5,467471987.1,416675203.8,426350968.4,413944235,392629772.4,364089125.1,348547488.3,355784636.9,353487267.1,348991358.6,338026739.3
