country,code,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Rwanda,RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25648,25648,47632,43968,18320,21984,25648,29312,29312,74640.91429,69825.37143,91495.31429,84272,84272,36640,47632,43968,40304,54960,58624,58624,62288,65952,69616,73280,175872,267472,267472,289456,296784,494640,600896,608224,696160,633872,615552,597232,611380.0881,692270.8507,684203.8754,523321.1371,471787.4143,478947.4235,482408.5667,461025.7137,453672.3566,464857.9973,481597.1396,481394.2828,502459.5375,519711.7116,521422.5866,519503.9975,508156.9981,515129.9987,514774.9994,514420,542132.2914,527816,558190.6667,573354.3,647022,718462,782212.9189,812738,926480,1046880,1092104.73,1122409.062
Saint Helena,SHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,0,0,0,0,0,0,0,0,0,0,0,0,7328,3664,3664,3664,3664,3664,3664,7328,7328,7328,7328,7328,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,10992,11088.05347,11167.80549
Saint Kitts and Nevis,KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54960,65952,51296,51296,51296,58624,54960,65952,65952,106256,106256,109920,113584,120912,128240,131904,142896,150224,161216,172208,175872,197856,197856,212512,197856,201520,216176,216176,223504,219840,230832,219840,223504,230832,234496,238160,240241.1585,241969.1189
Saint Lucia,LCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,10992,7328,10992,7328,10992,10992,10992,10992,10992,14656,18320,18320,21984,21984,25648,29312,32976,36640,62288,65952,69616,76944,80608,73280,76944,84272,69616,98928,150224,113584,95264,113584,102592,113584,128240,131904,146560,164880,164880,161216,168544,150224,230832,256480,307776,322432,304112,293120,333424,348080,348080,289456,359072,355408,366400,366400,384720,395712,384720,403040,406704,406704,406704,406704,410368,414032,417650.014,420654.0067
Saint Pierre and Miquelon,SPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14656,21984,32976,29312,32976,36640,32976,40304,40304,32976,36640,47632,32976,36640,47632,40304,43968,51296,40304,32976,36640,47632,69616,40304,43968,32976,47632,36640,32976,36640,36640,40304,40304,32976,36640,32976,47632,51296,65952,102592,91600,102592,95264,73280,69616,69616,69616,47632,54960,54960,54960,54960,58624,65952,62288,65952,65952,65952,65952,65952,69616,69616,69616,73280,76944,76944,76944,77616.37428,78174.63842
Saint Vincent and the Grenadines,VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,3664,10992,7328,7328,7328,7328,7328,10992,10992,10992,10992,10992,14656,18320,14656,18320,18320,21984,29312,29312,29312,36640,40304,32976,32976,32976,32976,36640,29312,36640,36640,40304,47632,65952,65952,65952,76944,65952,76944,80608,84272,84272,102592,120912,128240,131904,131904,161216,164880,146560,179536,186864,197856,219840,219840,219840,227168,227168,311440,219840,197856,252816,208848,219840,219840,219840,221761.0694,223356.1098
Samoa,WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,3664,7328,7328,10992,10992,10992,14656,10992,14656,14656,18320,18320,21984,25648,29312,25648,25648,29312,29312,29312,36640,36640,36640,32976,58624,47632,80608,106256,95264,98928,102592,113584,113584,113584,113584,113584,113584,113584,120912,102592,106256,109920,109920,113584,117248,124576,128240,131904,135568,142896,146560,146560,153888,150224,161216,164880,172208,179536,186864,186864,201520,197856,197856,208848,234496,245488,252025.9189,258977.9743
Sao Tome and Principe,STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,3664,3664,3664,3664,7328,10992,7328,7328,10992,10992,10992,7328,10992,10992,10992,10992,14656,14656,14656,10992,10992,14656,18320,18320,29312,29312,32976,32976,40304,43968,47632,54960,51296,54960,51296,51296,47632,47632,47632,47632,47632,47632,47632,47632,47632,47632,47632,47632,47632,51296,58624,65952,73280,76944,84272,84272,84272,91600,98928,102592,113584,113584,113584,113584,120912,120691.4328,123727.6427
Saudi Arabia,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,25648,205184,1652464,2147104,1810016,1901616,1993216,3260960,8811920,25153360,37731872,17942608,18385952,5140592,-348080,-172208,476320,1238432,2114128,1630480,2099472,3359888,1853686.841,2674363.409,3568372.269,6250041.102,6938761.889,7041167.943,4216253.659,6407325.659,25485476.5,29079086.01,35270950.73,45251303.07,59756641.82,70281651.66,95053509.03,98701808.2,83260764.66,101459475.6,118070284.3,115024274.6,138004311.5,169239790.7,175303419.6,157891520,160834598,155510244.5,172418628.7,204600571.7,190443734.2,202247675.5,203419317.5,185485266.4,267386176.1,285074209.7,313327384.8,307473247.7,234712067.3,258263647.3,215796742,207230515.8,225976480.8,296353427.8,296574890.6,325681176.8,326517114.2,394584793.8,395854759.6,431291967.7,386507147.4,432336409.8,465844308.7,517715947.4,497659010,563179493.4,540805232,601896064.8,620882957.2,631549206.5,633069314.6,621302073.5
Senegal,SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355408,387700.5342,827380.5342,812665.1024,812665.1024,860267.3865,922495.9546,1692025.102,1717643.386,699140.5342,0,490143.9546,1307067.375,1351035.375,1453241.068,1548683.364,1848982.784,2577999.921,1769695.805,2237335.648,2619596.531,2888138.902,3336440.933,3279857.025,3036573.345,2611410.686,3284168.063,2650504.236,2636445.627,2424573.561,2710808.734,3661877.225,3139035.393,3377965.656,3423447.956,3537975.01,3836695.914,3428955.572,3663244.195,3182266.163,3333158.152,3603572.129,3809306.059,4180098.669,4345986.921,4804898.17,4988506.805,5539577.503,4421762.374,4826645.022,4739033.552,4342960.205,7280072.954,7819189.794,7362867.005,7860686.314,8826313.103,10117484.48,10382922.35,11312453.39,11710903.46
Serbia,SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13999028.88,15291484.42,16028443.5,16447868.12,18297565.31,20730537.25,21329440.35,21135310.55,21348016.2,22832091.74,23672652.31,30936460.13,33333346.2,31229126.56,37293971.99,37443870.42,39057472.63,40294157.58,39161641.55,43745774.54,47569126.25,46751254.12,50889869.84,46714937.62,50311834.09,53065563.82,54128573.67,56519787.63,55164951.15,56917541.31,56740118.3,56435876.1,39940175.75,43686411.52,38099283.7,37041818.64,39142606.6,45826200.72,49267124.99,51884367.74,35792382.63,44951695.59,49266980.38,52148330.11,55718864,60213313.17,51633482.97,60861368.98,59630236.46,51680092.91,45858221.34,45696445.17,48957080,43724476,44545828,37189122,43747106.61,45035658,45646240.03,45444066.92
Seychelles,SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,7328,7328,7328,7328,7328,7328,29312,32976,43968,47632,54960,58624,80608,84272,76944,120912,95264,98928,84272,98928,98928,150224,164880,201520,197856,234496,150224,172208,172208,183200,201520,197856,234496,340752,432352,509296,571584,633872,538608,549600,736464,688832,732800,641200,692496,523952,443344,326096,421360,329760,487312,490976,604560,636831.1863,655244.1589
Sierra Leone,SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157552,95264,179536,168544,124576,183200,179536,388384,208848,234496,714480,289456,326096,370064,304112,282128,300448,252816,362736,1084544,857376,802416,677840,538608,520288,523952,450672,512960,710816,677840,608224,692496,553264,688832,615552,663184,674176,498304,458000,373728,487312,545936,450672,454336,479984,373728,425024,399376,395712,377392,388384,512960,534499.8788,567920,553264,461664,615552,516624,534944,534944,575248,743792,861040,1033248,1139504,905008,930656,1037753.055,1078176.409
Singapore,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729408,2297328,1799024,1392320,2092144,2575286.11,3395756.219,3699837.671,2527327.955,672592.4508,3053874.182,5413105.422,7197234.148,18192482.13,16577133.03,22218088.92,21199407.77,21946774.63,24517803.14,29998523.05,28264945.82,33108248.6,36057259.64,31343282.98,26740552.97,29605773.94,34810361.2,33216854.09,33266609.21,34876516.4,32460519.69,35949200.39,41708704.46,44290552.02,45049407.64,48212663.64,50871112.83,61344561.04,41841788.29,49349226.99,58071754.09,48356410.64,49870518.41,48856301.08,49442100.71,47172700.62,31092573.18,28450960,30334256,30773936,19910176,36105056,58594688,58272256,46723328,49951312,56066528,56597808,61401312,37504704,40576452.61,40861618.73
Sint Maarten (Dutch part),SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210052.543,1040480.086,1085882.853,1192510.565,1142292.352,1110647.999,996453.16,931788.6125,1147795.718,1067308.994,1396823.018,1562267.95,1359675.299,1318400.056,1462519.446,1325623.224,959993.3619,2050691.66,1071092.558,912182.872,956897.7187,984758.5078,937979.8989,1048735.135,538985.8825,1345916.885,1575338.444,301997.1952,268482.428,264475.2276,503450.089,539150.6018,430227.6086,354455.0916,547165.0026,524578.9639,519114.5997,485599.8325,508185.8713,28050.40293,210195.8765,557729.4401,567929.5866,547529.2936,547893.5845,574851.1146,569751.0413,593794.2439,668473.888,642973.5217,657909.4505,453177.9383,578129.7331,696160,714480,732800,754784,762112,768771.7072,774301.1805
Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29694540.56,31670164.05,34373824.65,36630832.2,38534018.01,40103137.5,39075724.54,38855010.49,38773887.31,40567109.25,43066752.5,49376851.92,51800936.77,52281476.51,52499551.23,53112633.44,55577897.36,57747628.22,59482655.5,60029961.49,58471791.92,59164742.09,58527540.78,57961705.84,58048804.57,60013264.31,59201634.55,59616771.23,58921934.63,57973863.58,55334892.21,61577155.93,53382634.04,48975659.91,46428876.79,43826371.02,44267218.55,44128059.47,44254523.83,44011568.17,43139113.48,41224482.55,43320415.89,42050865.12,42378085.99,42867074.98,42850768.39,42614143.38,41003986.7,41403933.97,37653880.13,38499412.78,38066068.68,35979281.3,35570424.14,33638308.67,34466851.77,34893497.32,36033643.18,36028291.18
Slovenia,SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3981626.012,4349260.452,4558912.301,4678197.288,5204303.987,5896383.046,6066832.718,6011668.07,6072339.854,6494554.556,6733716.012,8800034.497,9479252.982,8877141.742,10601267.95,10640549.76,11095297.65,11443665.5,11118298.31,12420396.57,13505298.3,13268380.29,14425500.25,13237951.85,14253780.59,15030311.95,15329383.7,16007020.75,15603241.8,16169440.38,16088625.63,15093821.69,14001220.52,14006728.02,14303455.46,14642654.18,15254568.09,15916863.54,16245057.04,15961293.38,15337414.8,15445058.86,16378488.4,16525400.91,16289172.53,16651149.32,16948235.48,17142307.8,17278870.65,18215728.21,16324655.89,16368679.4,16354088.96,15812590.09,15178763.52,13524344.72,13612116.01,14413680.65,14259413.45,14431778.04
Solomon Islands,SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,3664,3664,10992,10992,10992,10992,10992,10992,14656,14656,14656,18320,25648,25648,32976,36640,36640,40304,47632,54960,65952,65952,58624,62288,80608,62288,109920,102592,135568,120912,142896,142896,150224,153888,161216,157552,161216,146560,146560,142896,142896,139232,142896,142896,142896,142896,153888,153888,157552,157552,161216,161216,161216,164880,179536,179536,179536,186864,183200,183200,194192,194192,190528,168544,173032.7204,177805.7734
Somalia,SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47632,47632,47632,47632,47632,65952,69616,73280,84272,87936,84272,87936,106256,102592,135568,131904,139232,227168,153888,161216,216176,186864,234496,263808,329760,501968,479984,798752,556928,487312,813408,274800,718144,934320,714480,857376,923328,992944,1003655.795,952072.3956,729572.1401,706501.8479,679539.8033,639222.0629,628216.3225,587898.5821,567920,538608,512960,490976,479984,501968,586240,593568,593568,593568,593568,608224,600896,597232,611888,611888,608224,630208,630208,630208,644864,679286.5987,698927.1028
South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21984,36640,47632,47632,80608,131904,296784,296784,479984,1799024,2432896,3337904,4257568,4777856,6049264,5517984,2330304,3909488,5825760,7782336,8767952,10028368,11464656,12651792,13007200,14974768,16978976,16341440,17349040,18983184,18400608,18510528,21811792,23339680,22222160,23138160,25666320,25413504,21786144,26443088,27776784,28952928,30429520,29561152,29623440,30770272,28722096,25567392,23456928,25332896,28872320,32158928,35255008,36819536,38702832,40161104,41520448,44330736,48427088,48767840,54571616,55872336,56048208,55839360,57103440,60591568,61038576,65149584,70891072,71004656,73906544,82945632,87272816,89661744,96264272,94472870.27,97843512.96,102119846.3,105669994.5,109725151,119546017.5,128140038,128234885.5,133760108.8,137953754,143142849.2,149618186.2,168405083.9,171556922.6,173357845,176552261.7,185011029.2,192916602.9,199747167.8,201890803.2,218684135.7,228217467.3,257099587.6,280459590.5,291930136.2,315624313.7,323890192.3,330526469.8,328696013.5,342696440.9,340752749.9,312972156.1,326068900.6,301368192.5,320708654.9,338804346.7,361861182.6,363999203.2,385700129.3,377312212.9,374830120.3,378254856,371516696,356357408,404173087.5,449078688,415924640,446622595.6,464800266.5,494642246.5,502259450.8,468835288,475813928,462948989.5,457441464,482764093.5,462299992,474981096,462812494.2,467562132.4
South Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,487312,897680,1670784,2176416,2183744,2923872,3462480,4693584,5158912,6444976,7555168,8214688,9009776,11221375.92,12540118.25,14448706.17,17261588.4,21083170.66,22195154.84,24978308.22,29982232.73,35113237.29,37197142.07,42468220.65,53716351.4,58549776.1,60277322.17,73031868.1,75633062.58,81783998.71,93270791.89,105691588.4,113401741.9,133218860.1,134888634,139777507,141983230.7,151037772.1,164048798.6,178484827.8,182671831.2,192939850.2,222307849.6,236248187.1,247438196.7,262038316.3,282194328.6,321837776.4,344263753.4,373992430.8,401529609.2,427786068,363548260.1,398325257.6,445440674.4,448550576,463628014.2,462407318,478605780.5,459341999.5,465605909.8,493353410.3,505782554.4,506764360.7,565960771.8,588403868.4,583631829.7,591539879.5,586547863,595393885.2,617960076.9,640584969.2,658787744.8
South Sudan,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113889.3333,113278.6667,115416,123660,139842.6667,154804,202130.6667,220145.3333,265334.6667,258617.3333,348385.3333,404261.3333,414948,447924,451893.3333,473266.6667,352965.3333,312661.3333,316936,286402.6667,297394.6667,312050.6667,303196,318768,325485.3333,291898.6667,339225.3333,353881.3333,279074.6667,403650.6667,312966.6667,434794.6667,407314.6667,364568,251594.6667,345332,357850.6667,369148,451282.6667,391132,424108,460748,530364,676008,755394.6667,954472,914473.3333,1000272,1176144,1241790.667,1295834.667,1327284,1303773.333,1330032,1447280,1535216,1941920,1725744,1817863.568,1870424.235
Spain,ESP,494640,509296,534944,652192,549600,553264,754784,850048,1150496,1630480,1930928,2004208,2187408,2432896,2333968,2304656,2290000,2557472,2660064,2638080,3074096,2938528,3260960,3136384,3118064,3290272,3568736,3781248,3755600,3971776,4415120,4931744,5382416,5902704,5869728,5759808,6093232,6140864,6433984,6822368,7338992,7939888,8298960,8119424,8734976,8603072,9302896,9544720,9372512,10625600,11219168,11805408,12336688,12175472,12992544,13571456,13860912,14095408,14784240,15165296,14894160,14729280,15982368,17418656,17301408,15311856,17865664,15850464,16733488,15927408,14055104,14846528,14941792,17213472,18389616,19052800,18378624,21445392,21515008,23977216,23643792,22537264,21181584,18712048,20250928,22460320,8057136,5246848,13223376,15718560,21624928,21515008,23064880,23856304,25798224,28275088,28095552,31180640,32723184,35764304,33045616,33126224,37614624,38944656,39739744,40289344,42352176,50233440,55894320,52078931.31,48865573.59,53606856.14,59975849.82,58742903.44,64323808.41,71020450.44,77617014.48,86393976.46,97017235.57,96736942.9,116766485.3,128458527.9,144716201.7,154957234.7,172665558.9,181053439.3,197745719.4,194828795.1,199513511.6,202746169,213911483.6,206095725.7,208597998.4,203434545.2,197666662.6,199930847.1,189112083.5,189507459.5,197457204.1,224884628.8,231061405.3,240656223.8,249361537.7,241008533.2,253532683.5,267226778,254636605.1,267159874,275694425.1,299121728.7,310828320.5,312737056.9,332893396.7,336870259,353368667.3,368056281.2,359302060.9,367222925.7,335678661.5,296597154,283108544.5,284041297.5,278645642.9,251972753,254518462.5,271099749.7,260289015.6,274427201.3,268233811.2
Sri Lanka,LKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626816,1546208,1938256,2066496,1784368,1663456,1417968,2319312,1949248,2055117.003,2256667.409,2333641.125,2560779.409,2531526.841,2271382.841,2656043.409,2659737.125,2945083.386,3238084.523,4315062.796,3593076.5,3193462.773,3537878.773,3684291.875,2929300.556,2892985.057,2798767.309,2911037.654,3435544.341,3809015.724,3388599.128,4005569.624,4466888.725,4854897.927,3852101.331,3916565.793,3660301.471,4026917.149,3456637.885,3447011.004,3829466.296,4137030.163,5105983.752,4975607.379,5435781.998,5815497.847,6970122.485,7519559.469,7736311.654,8517532.611,10133816.82,10327266.07,10946683.17,10952128.15,12146168.79,11935194.05,11793656.59,12151310.26,11987816.3,12943484.25,13050301.14,14886602.36,15797990.48,14678050.29,17689939.55,19830148,23028394.27,24479735.68,23368462.95
Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549600,721808,758448,831728,817072,926992,897680,1154160,1289728,1252363.856,1245588.046,1269246.538,1359840.852,1537790.397,1702484.257,2223107.357,2421179.369,2918141.561,2844191.099,3831548.916,4446244.615,4563648.198,4926503.881,4969986.861,5204704.563,3881749.414,3437988.685,3484038.604,3146420.8,3266450.872,3426630.849,3329584,3498450.259,3570584.186,3201220.55,3719929.699,3882976.271,3060857.332,4429346.643,3430430.93,4767750.311,4465365.649,3987801.425,2744967.447,3783910.845,3900694.246,4025390.054,4938137.107,4283864.452,4643706.21,5054263.317,5815543.636,7415869.479,8282189.94,10467866.65,10025113.65,10981778.99,12901262.68,13630978.54,14182769.95,14381896.43,13993427.75,14223597.36,15076280.27,15439351.49,19389528.48,19538501.19,20498422.3,21046124.54
